code,type,shape_uk,stone_key,tier,file,prompt
165,military,"Військовий, тризуб і прапор",gabbro,standartna,165-military-gabbro.png,"tall stele with an engraved trident, small Ukrainian flag beside, figured top, engraved ornament along one edge. Stone: deep black polished gabbro, mirror-like, no inclusions. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic rectangle with a Christ icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
166,military,"Військовий, мапа України",labradorite,skladna,166-military-labradorite.png,"stele with a relief map of Ukraine and engraved emblem, hand-carved relief elements, combination of polished and matte surfaces. Stone: black labradorite with blue-green iridescent flashes. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: no portrait, engraved orthodox cross instead. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
167,military,"Військовий, шеврон",Покостівський,elitna,167-military-Покостівський.png,"stele with engraved unit chevron and portrait in uniform placeholder, sculptural carving, gilded details, two-stone combination, premium finish. Stone: light grey fine-grained Pokostivka granite, polished. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic oval with a Madonna icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
168,military,"Військовий, обеліск",Танський,prosta,168-military-Танський.png,"tall obelisk with engraved trident and gold inscription, plain rectangular edges, name and dates only. Stone: light grey Tanske granite with small dark specks. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: laser-engraved portrait area left blank (subtle lighter oval). Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
169,military,"Військовий, фігура воїна",Софіївський,bazova,169-military-Софіївський.png,"stele with a carved standing soldier silhouette, simple profiled edge, small engraved cross. Stone: warm grey-beige Sofiivka granite, polished. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic rectangle with a Christ icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
170,military,"Військовий, флагшток",Корнинський,standartna,170-military-Корнинський.png,"memorial with a granite flagpole base and stele, figured top, engraved ornament along one edge. Stone: grey-pink coarse 'Leopard' Kornyn granite. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: no portrait, engraved orthodox cross instead. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
171,military,"Військовий, розірваний край",gabbro,skladna,171-military-gabbro.png,"stele with a torn asymmetric edge symbolising loss, hand-carved relief elements, combination of polished and matte surfaces. Stone: deep black polished gabbro, mirror-like, no inclusions. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic oval with a Madonna icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
172,military,"Військовий, крила",Лезниківський,elitna,172-military-Лезниківський.png,"stele with carved wings behind an engraved emblem, sculptural carving, gilded details, two-stone combination, premium finish. Stone: brick-red coarse-grained Leznyky granite, polished. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: laser-engraved portrait area left blank (subtle lighter oval). Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
173,military,"Військовий, подвійна плита",gabbro,prosta,173-military-gabbro.png,"stele with a separate slab for epitaph and awards, plain rectangular edges, name and dates only. Stone: deep black polished gabbro, mirror-like, no inclusions. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic rectangle with a Christ icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
174,military,"Військовий, з калиною",Токівський,bazova,174-military-Токівський.png,"stele with engraved viburnum branch and trident, simple profiled edge, small engraved cross. Stone: red-brown Tokivske granite with dark specks. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: no portrait, engraved orthodox cross instead. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
175,military,"Військовий, хрест і прапор",Дідковицький,standartna,175-military-Дідковицький.png,"cross-shaped stele with engraved flag ribbon, figured top, engraved ornament along one edge. Stone: dark green Didkovychi granite with grey undertone. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic oval with a Madonna icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
176,military,"Військовий, комплекс",Маславський,skladna,176-military-Маславський.png,"full plot: stele, slab, low granite fence and lantern, hand-carved relief elements, combination of polished and matte surfaces. Stone: green-grey Maslavka granite, fine grain. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: laser-engraved portrait area left blank (subtle lighter oval). Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
177,european,"Європейський, низька стела",Берестовецький,elitna,177-european-Берестовецький.png,"low stele on a full-length polished slab with a lamp, sculptural carving, gilded details, two-stone combination, premium finish. Stone: dark grey, almost black Berestovets basalt, satin polish. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic rectangle with a Christ icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
178,european,"Європейський, похила плита",marble,prosta,178-european-marble.png,"full slab with an inclined headstone and bronze letters, plain rectangular edges, name and dates only. Stone: white Carrara-type marble with soft grey veins. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: no portrait, engraved orthodox cross instead. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
179,european,"Європейський, з вазою",gabbro,bazova,179-european-gabbro.png,"low stele, full slab, matching vase and lantern, simple profiled edge, small engraved cross. Stone: deep black polished gabbro, mirror-like, no inclusions. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic oval with a Madonna icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
180,european,"Європейський, рамка",labradorite,standartna,180-european-labradorite.png,"low stele with a slab frame for flowers, figured top, engraved ornament along one edge. Stone: black labradorite with blue-green iridescent flashes. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: laser-engraved portrait area left blank (subtle lighter oval). Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
181,european,"Європейський, дві плити",Покостівський,skladna,181-european-Покостівський.png,"two adjoining slabs with one low stele, hand-carved relief elements, combination of polished and matte surfaces. Stone: light grey fine-grained Pokostivka granite, polished. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic rectangle with a Christ icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
182,european,"Європейський, з хрестом",Танський,elitna,182-european-Танський.png,"low stele with a carved cross and full slab, sculptural carving, gilded details, two-stone combination, premium finish. Stone: light grey Tanske granite with small dark specks. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: no portrait, engraved orthodox cross instead. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
183,european,"Європейський, асиметрична",Софіївський,prosta,183-european-Софіївський.png,"low asymmetric stele on a slab with a bronze rose, plain rectangular edges, name and dates only. Stone: warm grey-beige Sofiivka granite, polished. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic oval with a Madonna icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
184,european,"Європейський, з лавкою",Корнинський,bazova,184-european-Корнинський.png,"low stele, slab and a small granite bench, simple profiled edge, small engraved cross. Stone: grey-pink coarse 'Leopard' Kornyn granite. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: laser-engraved portrait area left blank (subtle lighter oval). Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
185,complex,"Комплекс, балясини",Капустинський,standartna,185-complex-Капустинський.png,"full plot with balustrade fence, stele, slab and flower bed, figured top, engraved ornament along one edge. Stone: pinkish-red Kapustyne granite, medium grain. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic rectangle with a Christ icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
186,complex,"Комплекс, лава і стіл",Лезниківський,skladna,186-complex-Лезниківський.png,"full plot with stele, granite bench and table, hand-carved relief elements, combination of polished and matte surfaces. Stone: brick-red coarse-grained Leznyky granite, polished. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: no portrait, engraved orthodox cross instead. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
187,complex,"Комплекс, дві стели",Межиріцький,elitna,187-complex-Межиріцький.png,"full plot with two steles on one pedestal, tiled area, sculptural carving, gilded details, two-stone combination, premium finish. Stone: red Mezhyrichka granite with large grey 'flower' inclusions. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic oval with a Madonna icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
188,complex,"Комплекс, арка",Токівський,prosta,188-complex-Токівський.png,"full plot with an arched stele and columns, plain rectangular edges, name and dates only. Stone: red-brown Tokivske granite with dark specks. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: laser-engraved portrait area left blank (subtle lighter oval). Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
189,complex,"Комплекс, кулі",Дідковицький,bazova,189-complex-Дідковицький.png,"full plot with granite fence posts topped by spheres, simple profiled edge, small engraved cross. Stone: dark green Didkovychi granite with grey undertone. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic rectangle with a Christ icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
190,complex,"Комплекс, ангел",Маславський,standartna,190-complex-Маславський.png,"full plot with a full-size carved angel beside the stele, figured top, engraved ornament along one edge. Stone: green-grey Maslavka granite, fine grain. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: no portrait, engraved orthodox cross instead. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
191,complex,"Комплекс, облицювання",Берестовецький,skladna,191-complex-Берестовецький.png,"full plot fully tiled in granite with a raised flower bed, hand-carved relief elements, combination of polished and matte surfaces. Stone: dark grey, almost black Berestovets basalt, satin polish. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic oval with a Madonna icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
192,complex,"Комплекс, родинний",marble,elitna,192-complex-marble.png,"family plot for three graves with one wide stele, sculptural carving, gilded details, two-stone combination, premium finish. Stone: white Carrara-type marble with soft grey veins. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: laser-engraved portrait area left blank (subtle lighter oval). Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
193,complex,"Комплекс, з хрестом",gabbro,prosta,193-complex-gabbro.png,"full plot with a tall cross and a low slab, plain rectangular edges, name and dates only. Stone: deep black polished gabbro, mirror-like, no inclusions. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic rectangle with a Christ icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
194,complex,"Комплекс, з портретом на плиті",labradorite,bazova,194-complex-labradorite.png,"full plot with a horizontal portrait slab and a low stele, simple profiled edge, small engraved cross. Stone: black labradorite with blue-green iridescent flashes. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: no portrait, engraved orthodox cross instead. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
195,complex,"Комплекс, з огорожею ланцюгом",Покостівський,standartna,195-complex-Покостівський.png,"full plot with granite posts and a chain fence, figured top, engraved ornament along one edge. Stone: light grey fine-grained Pokostivka granite, polished. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic oval with a Madonna icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
196,complex,"Комплекс, ступінчастий",Танський,skladna,196-complex-Танський.png,"full plot with stepped pedestal and two lanterns, hand-carved relief elements, combination of polished and matte surfaces. Stone: light grey Tanske granite with small dark specks. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: laser-engraved portrait area left blank (subtle lighter oval). Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
197,other,Скульптура ангела,Софіївський,elitna,197-other-Софіївський.png,"full-size carved angel statue on a pedestal as the main monument, sculptural carving, gilded details, two-stone combination, premium finish. Stone: warm grey-beige Sofiivka granite, polished. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic rectangle with a Christ icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
198,other,Надгробна плита,Корнинський,prosta,198-other-Корнинський.png,"horizontal full-length polished slab with engraved cross, no vertical stele, plain rectangular edges, name and dates only. Stone: grey-pink coarse 'Leopard' Kornyn granite. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: no portrait, engraved orthodox cross instead. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
199,other,Обеліск,Капустинський,bazova,199-other-Капустинський.png,"tall four-sided obelisk with a pyramidal top, simple profiled edge, small engraved cross. Stone: pinkish-red Kapustyne granite, medium grain. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic oval with a Madonna icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
200,other,Колумбарна плита,Лезниківський,standartna,200-other-Лезниківський.png,"columbarium niche plate with engraved text and a small ceramic oval, figured top, engraved ornament along one edge. Stone: brick-red coarse-grained Leznyky granite, polished. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: laser-engraved portrait area left blank (subtle lighter oval). Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
201,other,Стела з барельєфом,Межиріцький,skladna,201-other-Межиріцький.png,"stele with a bronze bas-relief portrait, hand-carved relief elements, combination of polished and matte surfaces. Stone: red Mezhyrichka granite with large grey 'flower' inclusions. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic rectangle with a Christ icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
202,other,Урна-пам'ятник,Токівський,elitna,202-other-Токівський.png,"small cube monument for an urn with a carved lid, sculptural carving, gilded details, two-stone combination, premium finish. Stone: red-brown Tokivske granite with dark specks. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: no portrait, engraved orthodox cross instead. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
203,other,Валун,Дідковицький,prosta,203-other-Дідковицький.png,"natural boulder with one polished face for the inscription, plain rectangular edges, name and dates only. Stone: dark green Didkovychi granite with grey undertone. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic oval with a Madonna icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
204,other,Скульптура Богородиці,Маславський,bazova,204-other-Маславський.png,"carved Virgin Mary figure on a pedestal with a flower bed, simple profiled edge, small engraved cross. Stone: green-grey Maslavka granite, fine grain. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: laser-engraved portrait area left blank (subtle lighter oval). Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
205,other,Плита з розкритою книгою,Берестовецький,standartna,205-other-Берестовецький.png,"horizontal slab with a carved open book at the head, figured top, engraved ornament along one edge. Stone: dark grey, almost black Berestovets basalt, satin polish. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: ceramic rectangle with a Christ icon. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
206,other,Стела-дерево,marble,skladna,206-other-marble.png,"stele carved as a tree trunk with cut branches, hand-carved relief elements, combination of polished and matte surfaces. Stone: white Carrara-type marble with soft grey veins. Photorealistic product photo of a memorial in a misty pine cemetery in Polissia, Ukraine: autumn morning fog, soft diffused light, eye-level 50mm lens, monument centered and fully visible, granite paving path on the left, blurred old headstones and pines in the background, muted natural colours, portrait 4:5 (e.g. 2048×2560), monument fills about 70 % of the frame height. Portrait placeholder: no portrait, engraved orthodox cross instead. Engraved gold placeholder text 'Прізвище Ім'я По-батькові' and dates '00.00.0000 — 00.00.0000', no real names, no other readable text, no people, no watermark."
